,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
1004,39,40,5,6,34,35,1,Train/1/00001_00014_00014.png
1005,40,40,6,6,35,35,1,Train/1/00001_00014_00015.png
1006,40,39,6,5,35,34,1,Train/1/00001_00014_00016.png
1007,41,41,5,5,35,35,1,Train/1/00001_00014_00017.png
1008,42,42,5,5,37,37,1,Train/1/00001_00014_00018.png
1009,44,44,5,5,39,39,1,Train/1/00001_00014_00019.png
1010,46,46,5,5,40,41,1,Train/1/00001_00014_00020.png
1011,48,49,6,5,43,43,1,Train/1/00001_00014_00021.png
1012,50,51,5,5,45,46,1,Train/1/00001_00014_00022.png
1013,54,57,5,6,49,52,1,Train/1/00001_00014_00023.png
1014,61,61,5,6,55,55,1,Train/1/00001_00014_00024.png
1015,68,63,6,5,62,58,1,Train/1/00001_00014_00025.png
1016,75,71,6,6,68,65,1,Train/1/00001_00014_00026.png
1017,82,76,7,7,75,70,1,Train/1/00001_00014_00027.png
1018,94,84,8,7,86,77,1,Train/1/00001_00014_00028.png
1019,124,105,11,9,114,95,1,Train/1/00001_00014_00029.png
1020,25,27,5,5,20,21,1,Train/1/00001_00015_00000.png
1021,27,28,6,6,22,22,1,Train/1/00001_00015_00001.png
1022,27,27,6,5,22,21,1,Train/1/00001_00015_00002.png
1023,26,28,5,5,21,22,1,Train/1/00001_00015_00003.png
1024,29,29,6,6,23,24,1,Train/1/00001_00015_00004.png
1025,28,28,5,5,23,23,1,Train/1/00001_00015_00005.png
1026,29,29,5,5,23,23,1,Train/1/00001_00015_00006.png
1027,30,32,6,6,25,26,1,Train/1/00001_00015_00007.png
1028,32,32,6,5,26,26,1,Train/1/00001_00015_00008.png
1029,33,34,6,6,27,28,1,Train/1/00001_00015_00009.png
1030,32,34,5,5,27,28,1,Train/1/00001_00015_00010.png
1031,34,36,6,6,29,30,1,Train/1/00001_00015_00011.png
1032,35,37,5,6,30,31,1,Train/1/00001_00015_00012.png
1033,36,38,5,6,31,32,1,Train/1/00001_00015_00013.png
1034,39,39,5,5,33,33,1,Train/1/00001_00015_00014.png
1035,41,40,6,5,36,34,1,Train/1/00001_00015_00015.png
1036,43,41,6,5,38,36,1,Train/1/00001_00015_00016.png
1037,44,44,5,5,39,38,1,Train/1/00001_00015_00017.png
1038,46,46,5,5,40,40,1,Train/1/00001_00015_00018.png
1039,47,48,5,5,42,42,1,Train/1/00001_00015_00019.png
1040,50,50,6,5,45,44,1,Train/1/00001_00015_00020.png
1041,53,53,6,6,48,48,1,Train/1/00001_00015_00021.png
1042,56,56,6,6,51,51,1,Train/1/00001_00015_00022.png
1043,60,61,5,6,55,56,1,Train/1/00001_00015_00023.png
1044,68,69,7,7,62,63,1,Train/1/00001_00015_00024.png
1045,76,76,6,6,69,70,1,Train/1/00001_00015_00025.png
1046,85,87,7,8,78,80,1,Train/1/00001_00015_00026.png
1047,100,100,8,8,92,92,1,Train/1/00001_00015_00027.png
1048,121,120,10,11,110,110,1,Train/1/00001_00015_00028.png
1049,144,144,12,12,131,131,1,Train/1/00001_00015_00029.png
1050,33,35,6,6,28,30,1,Train/1/00001_00016_00000.png
1051,34,34,6,6,29,29,1,Train/1/00001_00016_00001.png
1052,35,34,6,5,29,28,1,Train/1/00001_00016_00002.png
1053,35,36,5,6,30,31,1,Train/1/00001_00016_00003.png
1054,37,37,6,6,32,32,1,Train/1/00001_00016_00004.png
1055,37,37,6,6,32,32,1,Train/1/00001_00016_00005.png
1056,37,38,5,6,32,33,1,Train/1/00001_00016_00006.png
1057,37,38,5,6,32,33,1,Train/1/00001_00016_00007.png
1058,37,39,5,6,32,34,1,Train/1/00001_00016_00008.png
1059,39,41,6,6,34,36,1,Train/1/00001_00016_00009.png
1060,40,42,6,6,35,37,1,Train/1/00001_00016_00010.png
1061,42,41,6,5,36,36,1,Train/1/00001_00016_00011.png
1062,42,43,6,6,37,37,1,Train/1/00001_00016_00012.png
1063,44,43,5,5,38,38,1,Train/1/00001_00016_00013.png
1064,46,45,6,5,40,39,1,Train/1/00001_00016_00014.png
1065,47,46,6,5,41,40,1,Train/1/00001_00016_00015.png
1066,47,47,5,5,42,42,1,Train/1/00001_00016_00016.png
1067,49,48,6,5,44,43,1,Train/1/00001_00016_00017.png
1068,51,51,6,6,46,46,1,Train/1/00001_00016_00018.png
1069,52,52,5,5,47,47,1,Train/1/00001_00016_00019.png
1070,53,54,5,6,48,49,1,Train/1/00001_00016_00020.png
1071,56,57,5,6,51,52,1,Train/1/00001_00016_00021.png
1072,59,58,6,5,54,53,1,Train/1/00001_00016_00022.png
1073,63,63,6,5,58,57,1,Train/1/00001_00016_00023.png
1074,68,69,6,7,62,63,1,Train/1/00001_00016_00024.png
1075,71,72,6,7,65,66,1,Train/1/00001_00016_00025.png
1076,74,77,6,7,68,70,1,Train/1/00001_00016_00026.png
1077,82,81,7,7,74,74,1,Train/1/00001_00016_00027.png
1078,91,92,8,9,83,84,1,Train/1/00001_00016_00028.png
1079,98,98,9,9,90,90,1,Train/1/00001_00016_00029.png
1080,32,33,5,6,27,28,1,Train/1/00001_00017_00000.png
1081,34,34,6,6,29,29,1,Train/1/00001_00017_00001.png
1082,34,34,6,6,29,29,1,Train/1/00001_00017_00002.png
1083,35,36,5,6,30,31,1,Train/1/00001_00017_00003.png
1084,35,35,5,5,30,30,1,Train/1/00001_00017_00004.png
1085,35,35,5,5,30,30,1,Train/1/00001_00017_00005.png
1086,35,36,5,5,30,30,1,Train/1/00001_00017_00006.png
1087,36,37,5,6,31,32,1,Train/1/00001_00017_00007.png
1088,38,39,5,6,32,33,1,Train/1/00001_00017_00008.png
1089,39,38,6,5,34,33,1,Train/1/00001_00017_00009.png
1090,41,40,6,5,35,34,1,Train/1/00001_00017_00010.png
1091,41,42,5,6,35,36,1,Train/1/00001_00017_00011.png
1092,42,41,6,5,37,36,1,Train/1/00001_00017_00012.png
1093,43,43,6,6,38,38,1,Train/1/00001_00017_00013.png
1094,45,44,6,5,40,39,1,Train/1/00001_00017_00014.png
1095,45,46,5,5,40,41,1,Train/1/00001_00017_00015.png
1096,46,48,5,6,41,43,1,Train/1/00001_00017_00016.png
1097,49,51,6,6,44,46,1,Train/1/00001_00017_00017.png
1098,50,53,5,6,45,48,1,Train/1/00001_00017_00018.png
1099,53,54,5,5,47,49,1,Train/1/00001_00017_00019.png
1100,55,57,5,6,50,51,1,Train/1/00001_00017_00020.png
1101,58,57,6,5,53,51,1,Train/1/00001_00017_00021.png
1102,61,61,6,6,55,56,1,Train/1/00001_00017_00022.png
1103,62,63,5,5,57,58,1,Train/1/00001_00017_00023.png
1104,67,69,6,6,61,63,1,Train/1/00001_00017_00024.png
1105,69,72,6,7,63,66,1,Train/1/00001_00017_00025.png
1106,75,77,7,7,69,71,1,Train/1/00001_00017_00026.png
1107,84,85,7,7,77,78,1,Train/1/00001_00017_00027.png
1108,92,94,8,8,84,86,1,Train/1/00001_00017_00028.png
1109,100,104,8,9,92,95,1,Train/1/00001_00017_00029.png
1110,37,38,5,5,32,33,1,Train/1/00001_00018_00000.png
1111,39,40,6,6,33,34,1,Train/1/00001_00018_00001.png
1112,39,40,6,5,34,34,1,Train/1/00001_00018_00002.png
1113,40,41,6,6,35,36,1,Train/1/00001_00018_00003.png
1114,41,43,6,6,36,37,1,Train/1/00001_00018_00004.png
1115,43,44,6,5,38,39,1,Train/1/00001_00018_00005.png
1116,45,46,6,5,40,41,1,Train/1/00001_00018_00006.png
1117,46,46,5,5,40,41,1,Train/1/00001_00018_00007.png
1118,47,48,5,5,41,42,1,Train/1/00001_00018_00008.png
1119,49,49,6,5,44,44,1,Train/1/00001_00018_00009.png
1120,50,52,5,6,44,46,1,Train/1/00001_00018_00010.png
1121,53,52,6,5,47,47,1,Train/1/00001_00018_00011.png
1122,55,55,6,6,50,50,1,Train/1/00001_00018_00012.png
1123,57,56,6,6,52,51,1,Train/1/00001_00018_00013.png
1124,57,59,5,6,52,54,1,Train/1/00001_00018_00014.png
1125,60,61,6,5,55,55,1,Train/1/00001_00018_00015.png
1126,62,64,5,6,57,59,1,Train/1/00001_00018_00016.png
1127,67,68,6,6,61,62,1,Train/1/00001_00018_00017.png
1128,71,71,7,7,65,65,1,Train/1/00001_00018_00018.png
1129,74,75,7,7,68,68,1,Train/1/00001_00018_00019.png
1130,76,81,6,8,69,73,1,Train/1/00001_00018_00020.png
1131,81,83,7,7,74,76,1,Train/1/00001_00018_00021.png
1132,85,87,8,7,78,80,1,Train/1/00001_00018_00022.png
1133,87,93,7,9,80,85,1,Train/1/00001_00018_00023.png
1134,94,97,8,8,86,89,1,Train/1/00001_00018_00024.png
1135,98,103,8,9,90,94,1,Train/1/00001_00018_00025.png
1136,106,108,10,9,97,99,1,Train/1/00001_00018_00026.png
1137,109,114,9,10,100,104,1,Train/1/00001_00018_00027.png
1138,118,121,10,11,108,111,1,Train/1/00001_00018_00028.png
1139,124,129,11,11,114,118,1,Train/1/00001_00018_00029.png
1140,29,29,6,6,24,24,1,Train/1/00001_00019_00000.png
1141,29,29,6,6,24,24,1,Train/1/00001_00019_00001.png
1142,28,29,6,6,23,24,1,Train/1/00001_00019_00002.png
1143,30,30,5,5,25,25,1,Train/1/00001_00019_00003.png
1144,30,31,5,6,25,26,1,Train/1/00001_00019_00004.png
1145,30,31,5,5,25,26,1,Train/1/00001_00019_00005.png
1146,31,31,6,5,26,26,1,Train/1/00001_00019_00006.png
1147,31,32,6,6,26,27,1,Train/1/00001_00019_00007.png
1148,32,32,6,5,27,27,1,Train/1/00001_00019_00008.png
1149,33,33,6,5,28,28,1,Train/1/00001_00019_00009.png
1150,32,34,5,6,27,29,1,Train/1/00001_00019_00010.png
1151,34,35,5,6,29,30,1,Train/1/00001_00019_00011.png
1152,36,36,5,6,30,31,1,Train/1/00001_00019_00012.png
1153,36,36,5,5,31,31,1,Train/1/00001_00019_00013.png
1154,36,37,5,6,31,32,1,Train/1/00001_00019_00014.png
1155,37,37,5,5,32,32,1,Train/1/00001_00019_00015.png
1156,40,39,6,5,35,34,1,Train/1/00001_00019_00016.png
1157,41,40,6,5,36,35,1,Train/1/00001_00019_00017.png
1158,41,42,5,6,36,37,1,Train/1/00001_00019_00018.png
1159,42,42,5,5,37,37,1,Train/1/00001_00019_00019.png
1160,43,45,5,6,38,40,1,Train/1/00001_00019_00020.png
1161,45,46,6,6,40,41,1,Train/1/00001_00019_00021.png
1162,46,47,6,6,41,42,1,Train/1/00001_00019_00022.png
1163,48,49,6,6,43,44,1,Train/1/00001_00019_00023.png
1164,50,52,5,6,45,47,1,Train/1/00001_00019_00024.png
1165,49,52,5,6,44,47,1,Train/1/00001_00019_00025.png
1166,53,53,5,5,48,48,1,Train/1/00001_00019_00026.png
1167,56,55,6,5,51,50,1,Train/1/00001_00019_00027.png
1168,60,58,6,5,55,53,1,Train/1/00001_00019_00028.png
1169,64,63,6,6,59,58,1,Train/1/00001_00019_00029.png
1170,44,50,5,6,39,45,1,Train/1/00001_00020_00000.png
1171,45,50,6,6,40,45,1,Train/1/00001_00020_00001.png
1172,46,50,6,5,40,44,1,Train/1/00001_00020_00002.png
1173,46,51,5,6,40,46,1,Train/1/00001_00020_00003.png
1174,47,51,6,5,42,46,1,Train/1/00001_00020_00004.png
1175,47,52,5,5,42,47,1,Train/1/00001_00020_00005.png
1176,49,53,6,5,44,48,1,Train/1/00001_00020_00006.png
1177,49,53,5,5,43,48,1,Train/1/00001_00020_00007.png
1178,50,55,5,6,44,50,1,Train/1/00001_00020_00008.png
1179,51,54,6,5,46,49,1,Train/1/00001_00020_00009.png
1180,54,56,6,6,49,51,1,Train/1/00001_00020_00010.png
1181,55,56,6,5,50,51,1,Train/1/00001_00020_00011.png
1182,55,58,5,6,49,52,1,Train/1/00001_00020_00012.png
1183,56,58,5,5,51,53,1,Train/1/00001_00020_00013.png
1184,57,59,5,5,52,54,1,Train/1/00001_00020_00014.png
1185,59,61,5,6,54,56,1,Train/1/00001_00020_00015.png
1186,59,61,5,5,54,56,1,Train/1/00001_00020_00016.png
1187,61,62,6,5,55,56,1,Train/1/00001_00020_00017.png
1188,62,64,5,6,57,59,1,Train/1/00001_00020_00018.png
1189,65,65,6,6,60,60,1,Train/1/00001_00020_00019.png
1190,68,68,7,7,62,62,1,Train/1/00001_00020_00020.png
1191,70,70,7,7,64,64,1,Train/1/00001_00020_00021.png
1192,69,69,6,6,63,63,1,Train/1/00001_00020_00022.png
1193,73,72,7,6,66,65,1,Train/1/00001_00020_00023.png
1194,75,73,7,6,69,67,1,Train/1/00001_00020_00024.png
1195,76,75,7,6,70,69,1,Train/1/00001_00020_00025.png
1196,79,80,7,7,72,73,1,Train/1/00001_00020_00026.png
1197,81,80,8,7,74,73,1,Train/1/00001_00020_00027.png
1198,83,84,8,8,76,77,1,Train/1/00001_00020_00028.png
1199,83,85,7,8,76,78,1,Train/1/00001_00020_00029.png
1200,27,27,6,5,21,22,1,Train/1/00001_00021_00000.png
1201,27,28,6,5,21,22,1,Train/1/00001_00021_00001.png
1202,27,29,6,6,22,24,1,Train/1/00001_00021_00002.png
1203,27,30,6,6,22,24,1,Train/1/00001_00021_00003.png
1204,28,29,6,5,23,24,1,Train/1/00001_00021_00004.png
1205,28,29,5,5,23,24,1,Train/1/00001_00021_00005.png
1206,29,31,5,6,23,25,1,Train/1/00001_00021_00006.png
1207,30,31,6,5,25,25,1,Train/1/00001_00021_00007.png
1208,30,33,5,6,25,28,1,Train/1/00001_00021_00008.png
1209,31,33,6,6,26,28,1,Train/1/00001_00021_00009.png
1210,32,33,6,6,26,28,1,Train/1/00001_00021_00010.png
1211,32,33,6,5,27,27,1,Train/1/00001_00021_00011.png
1212,32,34,6,6,27,29,1,Train/1/00001_00021_00012.png
1213,34,36,6,6,29,31,1,Train/1/00001_00021_00013.png
1214,34,36,5,5,29,31,1,Train/1/00001_00021_00014.png
1215,36,36,6,5,31,31,1,Train/1/00001_00021_00015.png
1216,38,38,6,6,32,33,1,Train/1/00001_00021_00016.png
1217,39,39,6,5,34,34,1,Train/1/00001_00021_00017.png
1218,40,42,6,6,35,37,1,Train/1/00001_00021_00018.png
1219,39,42,5,6,34,37,1,Train/1/00001_00021_00019.png
1220,42,43,6,5,37,38,1,Train/1/00001_00021_00020.png
1221,45,47,6,6,39,41,1,Train/1/00001_00021_00021.png
1222,47,49,6,6,42,44,1,Train/1/00001_00021_00022.png
1223,48,50,5,5,43,45,1,Train/1/00001_00021_00023.png
1224,50,51,5,5,44,46,1,Train/1/00001_00021_00024.png
1225,54,54,6,5,49,49,1,Train/1/00001_00021_00025.png
1226,57,58,6,6,52,53,1,Train/1/00001_00021_00026.png
1227,59,59,6,5,54,54,1,Train/1/00001_00021_00027.png
1228,62,63,5,5,57,58,1,Train/1/00001_00021_00028.png
1229,71,74,7,7,65,68,1,Train/1/00001_00021_00029.png
1230,31,33,6,5,26,28,1,Train/1/00001_00022_00000.png
1231,30,35,5,6,25,29,1,Train/1/00001_00022_00001.png
1232,33,35,6,5,27,29,1,Train/1/00001_00022_00002.png
1233,33,36,5,6,27,31,1,Train/1/00001_00022_00003.png
1234,34,37,5,6,29,32,1,Train/1/00001_00022_00004.png
1235,34,37,5,6,29,32,1,Train/1/00001_00022_00005.png
1236,36,38,5,6,30,32,1,Train/1/00001_00022_00006.png
1237,37,38,5,6,31,33,1,Train/1/00001_00022_00007.png
1238,37,39,5,6,32,34,1,Train/1/00001_00022_00008.png
1239,38,39,6,5,33,33,1,Train/1/00001_00022_00009.png
1240,39,40,6,5,34,34,1,Train/1/00001_00022_00010.png
1241,40,40,5,5,34,35,1,Train/1/00001_00022_00011.png
1242,41,41,6,5,36,36,1,Train/1/00001_00022_00012.png
1243,40,41,5,5,35,36,1,Train/1/00001_00022_00013.png
1244,43,43,6,6,37,37,1,Train/1/00001_00022_00014.png
1245,44,45,6,6,39,39,1,Train/1/00001_00022_00015.png
1246,47,46,6,6,41,41,1,Train/1/00001_00022_00016.png
1247,49,50,6,6,44,44,1,Train/1/00001_00022_00017.png
1248,51,50,6,5,46,45,1,Train/1/00001_00022_00018.png
1249,53,52,6,5,48,47,1,Train/1/00001_00022_00019.png
1250,55,54,6,5,50,49,1,Train/1/00001_00022_00020.png
1251,59,59,5,5,53,53,1,Train/1/00001_00022_00021.png
1252,63,63,5,5,57,57,1,Train/1/00001_00022_00022.png
1253,71,71,7,7,65,65,1,Train/1/00001_00022_00023.png
1254,76,75,7,6,69,68,1,Train/1/00001_00022_00024.png
1255,83,83,8,8,76,76,1,Train/1/00001_00022_00025.png
1256,88,89,7,8,80,82,1,Train/1/00001_00022_00026.png
1257,100,100,9,8,92,92,1,Train/1/00001_00022_00027.png
1258,110,112,9,10,101,103,1,Train/1/00001_00022_00028.png
1259,132,132,11,11,121,121,1,Train/1/00001_00022_00029.png
1260,32,30,6,5,27,25,1,Train/1/00001_00023_00000.png
1261,31,31,5,5,26,25,1,Train/1/00001_00023_00001.png
1262,33,32,5,6,27,27,1,Train/1/00001_00023_00002.png
1263,35,33,5,6,29,28,1,Train/1/00001_00023_00003.png
1264,36,35,5,5,31,29,1,Train/1/00001_00023_00004.png
1265,36,35,5,5,31,29,1,Train/1/00001_00023_00005.png
1266,38,35,6,5,32,29,1,Train/1/00001_00023_00006.png
1267,38,36,5,6,32,31,1,Train/1/00001_00023_00007.png
1268,38,35,5,5,32,30,1,Train/1/00001_00023_00008.png
1269,38,37,5,6,32,31,1,Train/1/00001_00023_00009.png
1270,39,36,6,5,34,31,1,Train/1/00001_00023_00010.png
1271,38,36,5,5,33,31,1,Train/1/00001_00023_00011.png
1272,38,37,5,6,33,32,1,Train/1/00001_00023_00012.png
1273,38,36,5,5,33,31,1,Train/1/00001_00023_00013.png
1274,40,37,6,5,34,31,1,Train/1/00001_00023_00014.png
1275,39,37,5,5,34,32,1,Train/1/00001_00023_00015.png
1276,39,38,5,6,34,33,1,Train/1/00001_00023_00016.png
1277,41,38,6,6,36,33,1,Train/1/00001_00023_00017.png
1278,41,39,6,6,36,33,1,Train/1/00001_00023_00018.png
1279,41,39,5,6,36,34,1,Train/1/00001_00023_00019.png
1280,42,39,5,5,37,34,1,Train/1/00001_00023_00020.png
1281,44,41,6,6,39,36,1,Train/1/00001_00023_00021.png
1282,44,41,6,5,39,35,1,Train/1/00001_00023_00022.png
1283,45,42,5,5,40,37,1,Train/1/00001_00023_00023.png
1284,45,42,5,5,40,37,1,Train/1/00001_00023_00024.png
1285,42,44,5,6,37,39,1,Train/1/00001_00023_00025.png
1286,48,45,6,6,43,40,1,Train/1/00001_00023_00026.png
1287,48,45,5,5,43,40,1,Train/1/00001_00023_00027.png
1288,50,46,6,5,45,41,1,Train/1/00001_00023_00028.png
1289,52,48,6,6,46,43,1,Train/1/00001_00023_00029.png
1290,25,28,5,6,20,22,1,Train/1/00001_00024_00000.png
1291,27,28,6,5,22,23,1,Train/1/00001_00024_00001.png
1292,27,29,6,6,22,24,1,Train/1/00001_00024_00002.png
1293,27,29,6,6,22,24,1,Train/1/00001_00024_00003.png
1294,26,28,5,5,21,23,1,Train/1/00001_00024_00004.png
1295,26,29,5,6,21,24,1,Train/1/00001_00024_00005.png
1296,26,28,5,5,21,23,1,Train/1/00001_00024_00006.png
1297,26,27,5,5,21,22,1,Train/1/00001_00024_00007.png
1298,27,27,5,5,22,22,1,Train/1/00001_00024_00008.png
1299,28,27,6,5,23,22,1,Train/1/00001_00024_00009.png
1300,28,28,6,6,23,23,1,Train/1/00001_00024_00010.png
1301,28,28,6,6,23,23,1,Train/1/00001_00024_00011.png
1302,28,26,6,5,23,21,1,Train/1/00001_00024_00012.png
1303,28,26,5,5,22,21,1,Train/1/00001_00024_00013.png
1304,28,28,5,6,23,23,1,Train/1/00001_00024_00014.png
1305,30,29,6,6,24,23,1,Train/1/00001_00024_00015.png
1306,30,29,6,6,25,24,1,Train/1/00001_00024_00016.png
1307,30,28,6,5,25,23,1,Train/1/00001_00024_00017.png
1308,30,28,6,5,25,23,1,Train/1/00001_00024_00018.png
1309,29,29,6,6,24,24,1,Train/1/00001_00024_00019.png
1310,29,29,6,6,24,24,1,Train/1/00001_00024_00020.png
1311,29,28,6,5,24,23,1,Train/1/00001_00024_00021.png
1312,28,29,5,5,23,23,1,Train/1/00001_00024_00022.png
1313,29,29,5,5,24,24,1,Train/1/00001_00024_00023.png
1314,31,31,5,5,25,26,1,Train/1/00001_00024_00024.png
1315,32,32,6,5,27,27,1,Train/1/00001_00024_00025.png
1316,32,34,6,6,27,28,1,Train/1/00001_00024_00026.png
1317,32,34,5,6,27,29,1,Train/1/00001_00024_00027.png
1318,33,34,5,6,27,29,1,Train/1/00001_00024_00028.png
1319,34,35,5,6,28,30,1,Train/1/00001_00024_00029.png
1320,26,25,5,5,21,20,1,Train/1/00001_00025_00000.png
1321,28,26,5,5,22,21,1,Train/1/00001_00025_00001.png
1322,28,28,5,6,23,23,1,Train/1/00001_00025_00002.png
1323,28,28,5,6,23,23,1,Train/1/00001_00025_00003.png
1324,30,28,6,5,24,23,1,Train/1/00001_00025_00004.png
1325,30,30,6,6,25,25,1,Train/1/00001_00025_00005.png
1326,31,30,6,5,26,25,1,Train/1/00001_00025_00006.png
1327,29,29,5,5,24,24,1,Train/1/00001_00025_00007.png
1328,31,30,6,5,26,25,1,Train/1/00001_00025_00008.png
1329,34,32,6,6,29,27,1,Train/1/00001_00025_00009.png
1330,34,31,6,5,28,26,1,Train/1/00001_00025_00010.png
1331,33,31,6,5,28,26,1,Train/1/00001_00025_00011.png
1332,35,32,6,5,29,27,1,Train/1/00001_00025_00012.png
1333,36,35,5,5,31,29,1,Train/1/00001_00025_00013.png
1334,37,35,5,5,31,30,1,Train/1/00001_00025_00014.png
1335,37,35,5,5,31,30,1,Train/1/00001_00025_00015.png
1336,39,38,6,6,34,33,1,Train/1/00001_00025_00016.png
1337,40,40,5,6,35,35,1,Train/1/00001_00025_00017.png
1338,40,39,6,5,35,34,1,Train/1/00001_00025_00018.png
1339,42,41,6,5,37,35,1,Train/1/00001_00025_00019.png
1340,43,44,5,6,38,38,1,Train/1/00001_00025_00020.png
1341,45,45,5,6,39,39,1,Train/1/00001_00025_00021.png
1342,48,46,5,5,42,41,1,Train/1/00001_00025_00022.png
1343,49,49,5,6,43,44,1,Train/1/00001_00025_00023.png
1344,52,51,5,5,46,45,1,Train/1/00001_00025_00024.png
1345,55,54,6,6,50,49,1,Train/1/00001_00025_00025.png
1346,60,58,6,5,55,53,1,Train/1/00001_00025_00026.png
1347,63,60,6,5,58,55,1,Train/1/00001_00025_00027.png
1348,67,63,6,5,61,58,1,Train/1/00001_00025_00028.png
1349,73,72,6,7,67,66,1,Train/1/00001_00025_00029.png
1350,51,52,5,6,46,47,1,Train/1/00001_00026_00000.png
1351,50,52,5,5,44,46,1,Train/1/00001_00026_00001.png
1352,49,52,5,5,44,47,1,Train/1/00001_00026_00002.png
1353,50,53,5,5,45,47,1,Train/1/00001_00026_00003.png
1354,51,53,5,5,46,48,1,Train/1/00001_00026_00004.png
1355,53,55,5,6,48,50,1,Train/1/00001_00026_00005.png
1356,56,57,6,6,50,51,1,Train/1/00001_00026_00006.png
1357,57,59,5,6,51,53,1,Train/1/00001_00026_00007.png
1358,58,59,5,5,53,54,1,Train/1/00001_00026_00008.png
1359,60,62,5,6,55,56,1,Train/1/00001_00026_00009.png
1360,63,63,6,5,58,57,1,Train/1/00001_00026_00010.png
1361,64,64,5,5,59,59,1,Train/1/00001_00026_00011.png
1362,68,66,7,6,62,60,1,Train/1/00001_00026_00012.png
1363,69,68,6,6,63,61,1,Train/1/00001_00026_00013.png
1364,72,68,6,6,65,62,1,Train/1/00001_00026_00014.png
1365,74,71,6,7,67,65,1,Train/1/00001_00026_00015.png
1366,76,73,7,7,69,67,1,Train/1/00001_00026_00016.png
1367,76,75,6,7,70,69,1,Train/1/00001_00026_00017.png
1368,80,77,7,6,72,70,1,Train/1/00001_00026_00018.png
1369,80,81,7,8,73,73,1,Train/1/00001_00026_00019.png
1370,83,82,8,7,76,75,1,Train/1/00001_00026_00020.png
1371,85,84,8,7,78,77,1,Train/1/00001_00026_00021.png
1372,86,88,7,8,79,80,1,Train/1/00001_00026_00022.png
1373,92,93,9,9,84,84,1,Train/1/00001_00026_00023.png
1374,96,95,9,8,88,87,1,Train/1/00001_00026_00024.png
1375,99,100,8,8,91,91,1,Train/1/00001_00026_00025.png
1376,106,106,9,9,96,96,1,Train/1/00001_00026_00026.png
1377,108,108,9,9,99,99,1,Train/1/00001_00026_00027.png
1378,113,112,10,9,104,103,1,Train/1/00001_00026_00028.png
1379,119,118,11,10,109,108,1,Train/1/00001_00026_00029.png
1380,31,31,6,5,26,26,1,Train/1/00001_00027_00000.png
1381,31,32,6,6,26,26,1,Train/1/00001_00027_00001.png
1382,32,31,6,6,26,26,1,Train/1/00001_00027_00002.png
1383,34,32,6,6,29,27,1,Train/1/00001_00027_00003.png
1384,35,32,6,5,29,26,1,Train/1/00001_00027_00004.png
1385,33,34,5,6,28,28,1,Train/1/00001_00027_00005.png
1386,32,34,5,6,27,28,1,Train/1/00001_00027_00006.png
1387,32,32,5,5,27,27,1,Train/1/00001_00027_00007.png
1388,34,34,5,6,28,29,1,Train/1/00001_00027_00008.png
1389,34,35,5,5,29,29,1,Train/1/00001_00027_00009.png
1390,36,36,5,5,31,31,1,Train/1/00001_00027_00010.png
1391,39,40,5,6,33,34,1,Train/1/00001_00027_00011.png
1392,39,39,5,5,34,34,1,Train/1/00001_00027_00012.png
1393,40,41,5,6,34,36,1,Train/1/00001_00027_00013.png
1394,41,44,5,6,36,38,1,Train/1/00001_00027_00014.png
1395,43,44,5,5,37,38,1,Train/1/00001_00027_00015.png
1396,45,45,6,5,40,40,1,Train/1/00001_00027_00016.png
1397,47,47,6,5,41,41,1,Train/1/00001_00027_00017.png
1398,48,48,6,5,43,43,1,Train/1/00001_00027_00018.png
1399,48,51,5,6,43,45,1,Train/1/00001_00027_00019.png
1400,51,51,6,5,46,46,1,Train/1/00001_00027_00020.png
1401,53,55,5,6,48,50,1,Train/1/00001_00027_00021.png
1402,55,56,5,5,50,51,1,Train/1/00001_00027_00022.png
1403,58,59,6,5,53,53,1,Train/1/00001_00027_00023.png
1404,60,63,5,6,55,58,1,Train/1/00001_00027_00024.png
1405,68,70,6,7,61,64,1,Train/1/00001_00027_00025.png
1406,72,74,7,7,66,68,1,Train/1/00001_00027_00026.png
1407,76,81,6,7,70,74,1,Train/1/00001_00027_00027.png
1408,82,88,7,7,75,81,1,Train/1/00001_00027_00028.png
1409,88,95,8,8,81,87,1,Train/1/00001_00027_00029.png
1410,29,33,6,6,24,28,1,Train/1/00001_00028_00000.png
1411,29,32,6,5,23,27,1,Train/1/00001_00028_00001.png
1412,28,32,5,5,23,27,1,Train/1/00001_00028_00002.png
1413,30,35,5,6,25,30,1,Train/1/00001_00028_00003.png
1414,30,36,5,5,25,30,1,Train/1/00001_00028_00004.png
1415,32,36,6,5,27,31,1,Train/1/00001_00028_00005.png
1416,32,37,5,6,26,32,1,Train/1/00001_00028_00006.png
1417,33,37,6,5,27,32,1,Train/1/00001_00028_00007.png
1418,32,37,5,5,27,32,1,Train/1/00001_00028_00008.png
1419,33,38,6,6,27,33,1,Train/1/00001_00028_00009.png
1420,32,39,5,6,26,34,1,Train/1/00001_00028_00010.png
1421,32,40,5,6,27,34,1,Train/1/00001_00028_00011.png
1422,36,42,6,6,31,37,1,Train/1/00001_00028_00012.png
1423,38,44,6,6,33,39,1,Train/1/00001_00028_00013.png
